"HPQ UN Equity"
"HRB UN Equity"
"HRS UN Equity"
"HRZIQ US Equity"
"HSH UN Equity"
"HSY UN Equity"
"HUM UN Equity"
"IBM UN Equity"
"IFF UN Equity"
"IKN UN Equity"
"INCLF UN Equity"
"INTC UQ Equity"
"IP UN Equity"
"IPG UN Equity"
"IR UN Equity"
"ITT UN Equity"
"ITW UN Equity"
"JAVA UQ Equity"
"JCI UN Equity"
"JCP UN Equity"
"JNJ UN Equity"
"JOSEA US Equity"
"JPM UN Equity"
"JWN UQ Equity"
"K UN Equity"
"KATE UN Equity"
"KBH UN Equity"
"KEY UN Equity"
"KLAC UQ Equity"
"KMB UN Equity"
"KMRTQ UN Equity"
"KO UN Equity"
"KR UN Equity"
"KRB UN Equity"
"KRI UN Equity"
"L UN Equity"
"LB UN Equity"
"LDG UN Equity"
"LDWIF UN Equity"
"LEHMQ UN Equity"
"LLY UN Equity"
"LMT UN Equity"
"LNC UN Equity"
"LOW UN Equity"
"LPX UN Equity"
"LU UN Equity"
"LUV UN Equity"
"M UN Equity"
"MAR UN Equity"
"MAS UN Equity"
"MAT UN Equity"
"MBI UN Equity"
"MCD UN Equity"
"MCO UN Equity"
"MDP UN Equity"
"MDR UN Equity"
"MDT UN Equity"
"MEE UN Equity"
"MEL UN Equity"
"MER UN Equity"
"MKG UN Equity"
"MMC UN Equity"
"MMM UN Equity"
"MO UN Equity"
"MRK UN Equity"
"MRO UN Equity"
"MS UN Equity"
"MSFT UQ Equity"
"MSI UN Equity"
"MTG UN Equity"
"MTLQQ UN Equity"
"MU UN Equity"
"MWI UN Equity"
"MZIAQ UN Equity"
"NAV UN Equity"
"NC UN Equity"
"NCC UN Equity"
"NEE UN Equity"
"NEM UN Equity"
"NKE UN Equity"
"NMK UN Equity"
"NOC UN Equity"
"NOVL UQ Equity"
"NRTLQ UN Equity"
"NSC UN Equity"
"NTRS UQ Equity"
"NUE UN Equity"
"NWL UN Equity"
"NXTL UQ Equity"
"NYT UN Equity"
"OAT UN Equity"
"OI UN Equity"
"OKE UN Equity"
"OMC UN Equity"
"OMX UN Equity"
"ORCL UQ Equity"
"ORX UN Equity"
"OWENQ UN Equity"
"OXY UN Equity"
"PBI UN Equity"
"PCAR UQ Equity"
"PCG UN Equity"
"PCH UN Equity"
"PD UN Equity"
"PDG UN Equity"
"PEG UN Equity"
"PEP UN Equity"
"PFE UN Equity"
"PG UN Equity"
"PGL UN Equity"
"PGR UN Equity"
"PH UN Equity"
"PHM UN Equity"
"PKI UN Equity"
"PLL UN Equity"
"PNC UN Equity"
"PPG UN Equity"
"PPL UN Equity"
"PPW US Equity"
"PRDCQ UN Equity"
"PTC UQ Equity"
"PVN UN Equity"
"PX UN Equity"
"R UN Equity"
"RAD UN Equity"
"RAL UN Equity"
"RBD UN Equity"
"RBK UN Equity"
"RDC UN Equity"
"RDPL UN Equity"
"RML UN Equity"
"RNB US Equity"
"ROH UN Equity"
"ROK UN Equity"
"RRD UN Equity"
"RSHCQ UN Equity"
"RTN UN Equity"
"RX UN Equity"
"RYC UN Equity"
"SCHW UN Equity"
"SCI UN Equity"
"SEE UN Equity"
"SGID UN Equity"
"SGP UN Equity"
"SHW UN Equity"
"SIAL UQ Equity"
"SLB UN Equity"
"SLM UN Equity"
"SNA UN Equity"
"SNV UN Equity"
"SO UN Equity"
"SPGI UN Equity"
"SRE UN Equity"
"STI UN Equity"
"STJ UN Equity"
"STT UN Equity"
"SVU UN Equity"
"SWK UN Equity"
"SYY UN Equity"
"T UN Equity"
"TAP UQ Equity"
"TCOMA UQ Equity"
"TEK UN Equity"
"TEN UN Equity"
"TGNA UN Equity"
"TGT UN Equity"
"THC UN Equity"
"TIN UN Equity"
"TJX UN Equity"
"TKR UN Equity"
"TLAB UQ Equity"
"TMC UN Equity"
"TMK UN Equity"
"TMO UN Equity"
"TNB UN Equity"
"TOY UN Equity"
"TRB UN Equity"
"TRV UN Equity"
"TUP UN Equity"
"TXN UN Equity"
"TXT UN Equity"
"TXU US Equity"
"UAWGQ UN Equity"
"UCL UN Equity"
"UCM UN Equity"
"UIS UN Equity"
"UMGI UN Equity"
"UN UN Equity"
"UNH UN Equity"
"UNM UN Equity"
"UNP UN Equity"
"USW UN Equity"
"UTX UN Equity"
"VFC UN Equity"
"VZ UN Equity"
"WAI UN Equity"
"WAMUQ UQ Equity"
"WBA UN Equity"
"WCOEQ UQ Equity"
"WFC UN Equity"
"WHR UN Equity"
"WLA UN Equity"
"WM UN Equity"
"WMB UN Equity"
"WMT UN Equity"
"WNDXQ UN Equity"
"WOR UQ Equity"
"WWY UN Equity"
"WY UN Equity"
"WYE UN Equity"
"X UN Equity"
"XEL UN Equity"
"XOM UN Equity"
"XRX UN Equity"
"YUM UN Equity"
"3423152Q UN Equity"
"355488Q UQ Equity"
"KSS UN Equity"
"PVT UN Equity"
"BMC UQ Equity"
"HCR UN Equity"
"NGH UN Equity"
"PAYX UQ Equity"
"UPC UN Equity"
"3029830Q UQ Equity"
"AES UN Equity"
"CCE UN Equity"
"SPLS UQ Equity"
"945852Q UN Equity"
"DHR UN Equity"
"NCE UN Equity"
"SWY UN Equity"
"2641504Q UN Equity"
"CCL UN Equity"
"WAMUQ UN Equity"
"1519128D UQ Equity"
"MCK UN Equity"
"TWX UN Equity"
"USB UN Equity"
"2676187Q UQ Equity"
"3133754Q UN Equity"
"CTL UN Equity"
"TAP UN Equity"
"AGN UN Equity"
"CBS UN Equity"
"KSU UN Equity"
"AFL UN Equity"
"CMS UN Equity"
"DPHIQ UN Equity"
"301710Q UN Equity"
"502466Q US Equity"
"BBY UN Equity"
"FPC UN Equity"
"JWN UN Equity"
"NTAP UQ Equity"
"ODP UN Equity"
"VMC UN Equity"
"QCOM UQ Equity"
"ADCT UQ Equity"
"AW UN Equity"
"COC UN Equity"
"LXK UN Equity"
"BBBY UQ Equity"
"GBLXQ US Equity"
"SXCL UQ Equity"
"TOS UN Equity"
"ADI UN Equity"
"CMVT UQ Equity"
"EP UN Equity"
"LEG UN Equity"
"PNW UN Equity"
"TROW UQ Equity"
"CTXS UQ Equity"
"MOLX UQ Equity"
"PTV UN Equity"
"QTRN UQ Equity"
"TER UN Equity"
"XLNX UQ Equity"
"1518855D US Equity"
"OK UN Equity"
"RIG UN Equity"
"1040983D UQ Equity"
"BGEN UQ Equity"
"HOG UN Equity"
"NCR UN Equity"
"YNR UN Equity"
"1528159D UN Equity"
"HAS US Equity"
"1541931D UQ Equity"
"3153670Q UQ Equity"
"LLTC UQ Equity"
"WOR UN Equity"
"MXIM UQ Equity"
"SAPE UQ Equity"
"SEBL UQ Equity"
"1280712D UQ Equity"
"2307532Q UQ Equity"
"605018Q UN Equity"
"A UN Equity"
"CVG UN Equity"
"MEDI UQ Equity"
"MERQ UQ Equity"
"SANM UQ Equity"
"SBUX UQ Equity"
"TIF UN Equity"
"VSTNQ UN Equity"
"0772031D UN Equity"
"89236Q UN Equity"
"BRCM UQ Equity"
"JNS UN Equity"
"PALM UQ Equity"
"VIAV UQ Equity"
"DVN UA Equity"
"KSE UN Equity"
"3414924Q US Equity"
"DYNIQ UN Equity"
"KG UN Equity"
"NBR UA Equity"
"PWER UQ Equity"
"BVSN UQ Equity"
"CHIR UQ Equity"
"CPNLQ UN Equity"
"EOG UN Equity"
"FRX UN Equity"
"GBLXQ UN Equity"
"HOT UN Equity"
"NI UN Equity"
"2987536Q UN Equity"
"4621824Q UN Equity"
"ABKFQ UN Equity"
"AET UN Equity"
"AYE UN Equity"
"FLR UN Equity"
"INTU UQ Equity"
"MET UN Equity"
"QLGC UQ Equity"
"RHI UN Equity"
"SYK UN Equity"
"VTSS UQ Equity"
"AMCC UQ Equity"
"JBL UN Equity"
"NE UN Equity"
"RTN/B UN Equity"
"1293405D UN Equity"
"CTAS UQ Equity"
"FTR UN Equity"
"BMC UN Equity"
"519239Q UQ Equity"
"FISV UQ Equity"
"MIRKQ UN Equity"
"PBG UN Equity"
"JHF UN Equity"
"MWW UQ Equity"
"ZION UQ Equity"
"AWE UN Equity"
"COL UN Equity"
"ABC UN Equity"
"CIEN UQ Equity"
"FDO UN Equity"
"PMCS UQ Equity"
"ZBH UN Equity"
"9876544D UN Equity"
"IMNX UQ Equity"
"XL UN Equity"
"1500785D UN Equity"
"EOP UN Equity"
"HMA UN Equity"
"NVDA UQ Equity"
"EQR UN Equity"
"GENZ UQ Equity"
"JNY UN Equity"
"CB UN Equity"
"MWV UN Equity"
"PCL UN Equity"
"WAT UN Equity"
"MI UN Equity"
"RATL UQ Equity"
"1524867D UN Equity"
"355488Q UN Equity"
"APOL UQ Equity"
"FHN UN Equity"
"TT UN Equity"
"SPG UN Equity"
"764144Q UN Equity"
"ANTM UN Equity"
"EA UQ Equity"
"EBAY UQ Equity"
"GS UN Equity"
"NFB UN Equity"
"PFG UN Equity"
"PRU UN Equity"
"UPS UN Equity"
"MON UN Equity"
"TAP/B UN Equity"
"RAI UN Equity"
"519239Q UN Equity"
"CMCSA UQ Equity"
"DGX UN Equity"
"AN UN Equity"
"AIV UN Equity"
"MKC UN Equity"
"SYMC UQ Equity"
"FII UN Equity"
"8394653Q UN Equity"
"MHS UN Equity"
"ESRX UQ Equity"
"BIIB UQ Equity"
"1541931D UA Equity"
"GENZ UA Equity"
"HBAN UA Equity"
"MTB UN Equity"
"NVDA UA Equity"
"SBUX UA Equity"
"SPLS UA Equity"
"CMX UN Equity"
"8277831Q UN Equity"
"ETFC UN Equity"
"MYL UN Equity"
"VLO UN Equity"
"HSP UN Equity"
"GILD UQ Equity"
"RF UN Equity"
"SOV UN Equity"
"FSH UN Equity"
"TPR UN Equity"
"CITGQ UN Equity"
"DVN UN Equity"
"LH UN Equity"
"LLL UN Equity"
"0574018D UN Equity"
"8206908Q UQ Equity"
"FOXA UN Equity"
"FSL/B UN Equity"
"XTO UN Equity"
"NOV UN Equity"
"SHLD UQ Equity"
"DHI UN Equity"
"STZ UN Equity"
"WFT UN Equity"
"CVH UN Equity"
"MUR UN Equity"
"PSA UN Equity"
"TSN UN Equity"
"VNO UN Equity"
"AMP UN Equity"
"LEN UN Equity"
"PDCO UQ Equity"
"AMZN UQ Equity"
"NBR UN Equity"
"GNW UN Equity"
"SCHW UQ Equity"
"SSP UN Equity"
"EL UN Equity"
"VIAB UN Equity"
"WFM UQ Equity"
"BRL UN Equity"
"CHK UN Equity"
"HAR UN Equity"
"VRSN UQ Equity"
"BXP UN Equity"
"DF UN Equity"
"GOOGL UQ Equity"
"KIM UN Equity"
"LM UN Equity"
"SNDK UQ Equity"
"EQ UN Equity"
"1520415D UN Equity"
"CNX UN Equity"
"JNPR UQ Equity"
"0964591D UW Equity"
"1280712D UW Equity"
"1519128D UW Equity"
"1649858D UW Equity"
"2307532Q UW Equity"
"8206908Q UW Equity"
"AAPL UW Equity"
"ADBE UW Equity"
"ADCT UW Equity"
"ADSK UW Equity"
"AMAT UW Equity"
"AMGN UW Equity"
"AMZN UW Equity"
"ANDW UW Equity"
"APOL UW Equity"
"BBBY UW Equity"
"BIIB UW Equity"
"BRCM UW Equity"
"CIEN UW Equity"
"CINF UW Equity"
"CMCSA UW Equity"
"COST UW Equity"
"CSCO UW Equity"
"CTAS UW Equity"
"CTXS UW Equity"
"DELL UW Equity"
"EA UW Equity"
"EBAY UW Equity"
"ESRX UW Equity"
"FISV UW Equity"
"FITB UW Equity"
"GENZ UW Equity"
"GILD UW Equity"
"GOOGL UW Equity"
"HBAN UW Equity"
"INTC UW Equity"
"INTU UW Equity"
"JAVA UW Equity"
"JNPR UW Equity"
"KLAC UW Equity"
"LLTC UW Equity"
"MEDI UW Equity"
"MOLX UW Equity"
"MSFT UW Equity"
"MWW UW Equity"
"MXIM UW Equity"
"NOVL UW Equity"
"NTAP UW Equity"
"NTRS UW Equity"
"NVDA UW Equity"
"ORCL UW Equity"
"PAYX UW Equity"
"PCAR UW Equity"
"PDCO UW Equity"
"PMCS UW Equity"
"PTC UW Equity"
"QCOM UW Equity"
"QLGC UW Equity"
"SANM UW Equity"
"SBUX UW Equity"
"SCHW UW Equity"
"SHLD UW Equity"
"SIAL UW Equity"
"SNDK UW Equity"
"SPLS UW Equity"
"SYMC UW Equity"
"TLAB UW Equity"
"TROW UW Equity"
"VIAV UW Equity"
"VRSN UW Equity"
"WFM UW Equity"
"WIN UN Equity"
"XLNX UW Equity"
"ZION UW Equity"
"3362726Q UN Equity"
"CME UN Equity"
"WYND UN Equity"
"SII UN Equity"
"WU UN Equity"
"1649858D UN Equity"
"BTUUQ UN Equity"
"CBRE UN Equity"
"CELG UW Equity"
"CTSH UW Equity"
"FIS UN Equity"
"IAC UW Equity"
"STR UN Equity"
"1448062D UN Equity"
"ETFC UW Equity"
"TEX UN Equity"
"1539941D UN Equity"
"AVB UN Equity"
"ESV UN Equity"
"CHRW UW Equity"
"HCBK UW Equity"
"RL UN Equity"
"TEG UN Equity"
"VAR UN Equity"
"ANF UN Equity"
"DDR UN Equity"
"HST UN Equity"
"AIZ UN Equity"
"MDLZ UN Equity"
"SUNEQ UN Equity"
"PCP UN Equity"
"ACAS UW Equity"
"AKAM UW Equity"
"COV UN Equity"
"DFS UN Equity"
"GGP UN Equity"
"TEL UN Equity"
"JEF UN Equity"
"ANDV UN Equity"
"ICE UN Equity"
"MCHP UW Equity"
"TDC UN Equity"
"EXPD UW Equity"
"EXPE UW Equity"
"JEC UN Equity"
"NBL UN Equity"
"NYX UN Equity"
"TIE UN Equity"
"AMT UN Equity"
"MTW UN Equity"
"POM UN Equity"
"1448062D UW Equity"
"GHC UN Equity"
"GME UN Equity"
"RRC UN Equity"
"1541931D UW Equity"
"CAM UN Equity"
"TSS UN Equity"
"HCP UN Equity"
"PM UN Equity"
"CA UW Equity"
"AKS UN Equity"
"COG UN Equity"
"ISRG UW Equity"
"LO UN Equity"
"SNI UN Equity"
"SWN UN Equity"
"CME UW Equity"
"DVA UN Equity"
"MA UN Equity"
"CF UN Equity"
"IVZ UN Equity"
"APH UN Equity"
"CRM UN Equity"
"FAST UW Equity"
"PXD UN Equity"
"ADP UW Equity"
"FLS UN Equity"
"KDP UN Equity"
"NDAQ UW Equity"
"WEC UN Equity"
"1255459D UW Equity"
"CEPH UW Equity"
"MWW UN Equity"
"PBCT UW Equity"
"SJM UN Equity"
"SRCL UW Equity"
"WYNN UW Equity"
"XRAY UW Equity"
"DNB UN Equity"
"EQT UN Equity"
"FOXA UW Equity"
"MFE UN Equity"
"MYL UW Equity"
"RSG UN Equity"
"FLIR UW Equity"
"IRM UN Equity"
"SCG UN Equity"
"WELL UN Equity"
"DO UN Equity"
"ES UN Equity"
"HRL UN Equity"
"ORLY UW Equity"
"TWC UN Equity"
"VTR UN Equity"
"DNR UN Equity"
"ATGE UN Equity"
"FTI UN Equity"
"PWR UN Equity"
"TMUS UN Equity"
"WDC UN Equity"
"RHT UN Equity"
"RRD UW Equity"
"ARG UN Equity"
"CFN UN Equity"
"MAT UW Equity"
"BMC UW Equity"
"FSLR UW Equity"
"JNPR UN Equity"
"BKNG UW Equity"
"CLF UN Equity"
"LDOS UN Equity"
"MJN UN Equity"
"MU UW Equity"
"ROP UN Equity"
"ROST UW Equity"
"V UN Equity"
"WIN UW Equity"
"NRG UN Equity"
"BRK/B UN Equity"
"DISCA UW Equity"
"URBN UW Equity"
"CERN UW Equity"
"KMX UN Equity"
"QEP UN Equity"
"CVC UN Equity"
"FFIV UW Equity"
"HAS UW Equity"
"NFLX UW Equity"
"NFX UN Equity"
"0867887D UN Equity"
"JOY UW Equity"
"BLK UN Equity"
"CMG UN Equity"
"EW UN Equity"
"ANRZQ UN Equity"
"MPC UN Equity"
"PLD UN Equity"
"ACN UN Equity"
"MOS UN Equity"
"VIAB UW Equity"
"XYL UN Equity"
"BWA UN Equity"
"DLTR UW Equity"
"FTR UW Equity"
"GAS UN Equity"
"JOY UN Equity"
"PRGO UW Equity"
"SLM UW Equity"
"TRIP UW Equity"
"TXN UW Equity"
"WPX UN Equity"
"CCI UN Equity"
"ADI UW Equity"
"FOSL UW Equity"
"PSX UN Equity"
"ALXN UW Equity"
"KMI UN Equity"
"1288453D UW Equity"
"LRCX UW Equity"
"MDLZ UW Equity"
"WDC UW Equity"
"STX UW Equity"
"1566019D UN Equity"
"LYB UN Equity"
"PNR UN Equity"
"KRFT UW Equity"
"PETM UW Equity"
"1431816D UW Equity"
"APTV UN Equity"
"DG UN Equity"
"GRMN UW Equity"
"GT UW Equity"
"ABBV UN Equity"
"PVH UN Equity"
"REGN UW Equity"
"MAC UN Equity"
"GM UN Equity"
"NWSA UW Equity"
"PRGO UN Equity"
"ZTS UN Equity"
"9876549D UN Equity"
"ORCL UN Equity"
"AME UN Equity"
"DAL UN Equity"
"VRTX UW Equity"
"MAR UW Equity"
"KORS UN Equity"
"ADS UN Equity"
"ALLE UN Equity"
"FB UW Equity"
"MHK UN Equity"
"TSCO UW Equity"
"GMCR UW Equity"
"ESS UN Equity"
"GOOG UW Equity"
"NAVI UW Equity"
"UAA UN Equity"
"AVGO UW Equity"
"AMG UN Equity"
"XEC UN Equity"
"MLM UN Equity"
"DISCK UW Equity"
"MNK UN Equity"
"UHS UN Equity"
"URI UN Equity"
"LVLT UN Equity"
"RCL UN Equity"
"WBA UW Equity"
"ENDP UW Equity"
"HCA UN Equity"
"AAL UW Equity"
"EQIX UW Equity"
"HBI UN Equity"
"HSIC UW Equity"
"SLG UN Equity"
"SWKS UW Equity"
"O UN Equity"
"BXLT UN Equity"
"JBHT UW Equity"
"MNST UW Equity"
"QRVO UW Equity"
"AAP UN Equity"
"CPGX UN Equity"
"KHC UW Equity"
"PYPL UW Equity"
"SIG UN Equity"
"WRK UN Equity"
"ATVI UW Equity"
"NLSN UN Equity"
"CMCSK UW Equity"
"FOX UW Equity"
"NWS UW Equity"
"UAL UN Equity"
"VRSK UW Equity"
"CSRA UN Equity"
"HPE UN Equity"
"ILMN UW Equity"
"SYF UN Equity"
"CHD UN Equity"
"CSX UW Equity"
"EXR UN Equity"
"WLTW UW Equity"
"CFG UN Equity"
"CXO UN Equity"
"FRT UN Equity"
"AWK UN Equity"
"CNC UN Equity"
"HOLX UW Equity"
"SNI UW Equity"
"UDR UN Equity"
"GPN UN Equity"
"UA UN Equity"
"ULTA UW Equity"
"AJG UN Equity"
"ALK UN Equity"
"AYI UN Equity"
"DLR UN Equity"
"LKQ UW Equity"
"ALB UN Equity"
"CPGX US Equity"
"FBHS UN Equity"
"LNT UN Equity"
"TDG UN Equity"
"FTV UN Equity"
"CHTR UW Equity"
"COO UN Equity"
"MTD UN Equity"
"ADNT UN Equity"
"COTY UN Equity"
"ARNC UN Equity"
"EVHC UN Equity"
"MAA UN Equity"
"IDXX UW Equity"
"CBOE UW Equity"
"INCY UW Equity"
"REG UN Equity"
"AMD UR Equity"
"ARE UN Equity"
"DISH UW Equity"
"RJF UN Equity"
"SNPS UW Equity"
"DXC UN Equity"
"IT UN Equity"
"ALGN UW Equity"
"ANSS UW Equity"
"HLT UN Equity"
"INFO UW Equity"
"RE UN Equity"
"AOS UN Equity"
"BHGE UN Equity"
"DRE UN Equity"
"MGM UN Equity"
"PKG UN Equity"
"RMD UN Equity"
"BHF UW Equity"
"IQV UN Equity"
"CDNS UW Equity"
"DWDP UN Equity"
"SBAC UW Equity"
"NCLH UW Equity"
"NCLH UN Equity"
"PEP UW Equity"
"PFG UW Equity"
"HII UN Equity"
"XEL UW Equity"
"IPGP UW Equity"
"NKTR UW Equity"
"SIVB UW Equity"
"TTWO UW Equity"
"MSCI UN Equity"
"NVT UN Equity"
"ABMD UW Equity"
"BR UN Equity"
"EVRG UN Equity"
"FLT UN Equity"
"HFC UN Equity"
"TWTR UN Equity"
"CPRT UW Equity"
"0000630D UN Equity"
"0047042D UN Equity"
"0088043Q UQ Equity"
"0114055D UN Equity"
"0127834Q UQ Equity"
"0168122D UN Equity"
"0206456D UQ Equity"
"0231874D UQ Equity"
"0250593Q UQ Equity"
"0255767Q UQ Equity"
"0278048Q UQ Equity"
"0376152D US Equity"
"0379754Q UQ Equity"
"0480013D UQ Equity"
"0564535D UQ Equity"
"0574397D UQ Equity"
"0599211D UQ Equity"
"0601151D UA Equity"
"0615140D UN Equity"
"0615890D UQ Equity"
"0616531D UQ Equity"
"0687288D UQ Equity"
"0700031D UN Equity"
"0700161D UN Equity"
"0700610D UQ Equity"
"0747730D UN Equity"
"0759046D UQ Equity"
"0760047D UN Equity"
"0816049D UN Equity"
"0824271D UN Equity"
"0848457D UN Equity"
"0852602D UQ Equity"
"0852980D UQ Equity"
"0863136D UQ Equity"
"0876902D UQ Equity"
"0877336D UQ Equity"
"0882814D UN Equity"
"0883322D UQ Equity"
"0891179D UN Equity"
"0900232D UQ Equity"
"0916825D UN Equity"
"0941825D UQ Equity"
"0942238D UN Equity"
"0943923D UQ Equity"
"0945329D UQ Equity"
"0946851D UQ Equity"
"0955046D UQ Equity"
"0964766D UQ Equity"
"1001179Q UQ Equity"
"1005050Q UN Equity"
"1008621Q UN Equity"
"1011622D UQ Equity"
"1013207D UN Equity"
"1013210D UN Equity"
"1013516Q UA Equity"
"1017071Q UN Equity"
"1024170Q UQ Equity"
